_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
851,1975388,16137770,18,M,B,2016-08-27T11:25:00,"200 Block S Pacific AV Pittsburgh, PA 15224",3925 Receiving Stolen Property.,"1900 Block Redrose AV Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98303848,40.39719619
852,1975450,16155252,,M,B,2016-08-19T08:31:00,"2800 Block E Carson ST Pittsburgh, PA 15203",5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"2800 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,3,-79.96520372,40.4261867
853,1975525,16167374,26,F,B,2016-09-05T15:20:00,"5200 Block Schenley AV Pittsburgh, PA 15224",2701 Simple Assault.,"5200 Block Schenley AV Pittsburgh, PA 15224",Garfield,5,1016,9,2,-79.93886079,40.4719186
854,1975360,16162860,54,M,W,2016-09-01T01:30:00,"800 Block Peralta ST Pittsburgh, PA 15212",2702 Aggravated Assault. / 2706 Terroristic Threats.,"900 Block James ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0010591,40.45510904
855,1974687,16145908,28,F,B,2016-08-06T02:12:00,"Dudley CT Pittsburgh, PA 15206",5101 Obstructing Admin. of Law  / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,"Dudley CT Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.91944079,40.4608466
856,1974942,16155030,33,F,W,2016-08-18T22:46:00,"lamar ST & Williams RD Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession,"lamar ST & Williams RD Pittsburgh, PA 15212",Northview Heights,1,2609,1,1,-79.99769601,40.4745937
857,1974861,16147910,39,M,B,2016-08-08T23:03:00,"3100 Block Landis ST Pittsburgh, PA 15204",2701 Simple Assault. / 2706 Terroristic Threats.,"3100 Block Landis ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05559692,40.45647359
858,1975300,16160440,18,M,B,2016-08-26T13:14:00,"6900 Block Chaucer ST Pittsburgh, PA 15208",903 Criminal Conspiracy. / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"6900 Block Chaucer ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90057853,40.46404145
859,1974878,16150254,39,M,W,2016-08-12T03:20:00,"2200 Block Lutz AV Pittsburgh, PA 15210",2701 Simple Assault.,"2200 Block Lutz AV Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98542216,40.3913222
860,1975122,16157968,33,M,B,2016-08-23T03:50:00,"2100 Block Park Hill DR Pittsburgh, PA 15221",13(a)(31) Marijuana: Possession Small Amount,"2100 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740214,40.45295266
861,1975261,16156398,62,M,W,2016-08-20T20:48:00,"Noblestown RD & Obey AV Pittsburgh, PA 15220",1311 Registration Card to be Signed and Exhibited on Demand. / 1786 Required Financial Responsibility. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,"Noblestown RD & Obey AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.04946461,40.43807504
862,1975267,16156429,25,M,B,2016-08-20T21:45:00,"200 Block Cedarhurst ST Pittsburgh, PA 15210",6106 Firearms not to be Carried without a License.,"200 Block Cedarhurst ST Pittsburgh, PA 15210",Beltzhoover,3,1809,3,5,-80.00403372,40.41825349
863,1975279,16156498,26,F,W,2016-08-20T23:19:00,"6200 Block Penn AV Pittsburgh, PA 15206","3929(a)(2) Retail Theft; alters, transfers, or removes label, price tag","6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
864,1974818,16135802,55,M,B,2016-09-02T10:00:00,"600 Block 1ST AV Pittsburgh, PA 15219",3925 Receiving Stolen Property.,"400 Block N Highland AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92217164,40.4651578
865,1974998,16152057,48,M,B,2016-08-15T17:00:00,"E Warrington AV & Arlington AV Pittsburgh, PA 15210",2701 Simple Assault.,N Charles ST,Perry South,1,2614,,,,
866,1975555,16164661,31,F,B,2016-09-13T03:29:00,"N Negley AV & Rural ST Pittsburgh, PA 15206","3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","50 Block Riverview AV Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.0170488,40.48463372
867,1975556,16164661,27,M,B,2016-09-13T03:29:00,"N Negley AV & Rural ST Pittsburgh, PA 15206","3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","50 Block Riverview AV Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.0170488,40.48463372
868,1975557,16166214,44,M,B,2016-09-03T16:00:00,"2000 Block Wharton ST Pittsburgh, PA 15203",9501 Bench Warrant,"2000 Block Wharton ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.97681333,40.43002082
869,1975558,16164673,33,M,W,2016-09-01T13:39:00,"600 Block Stanwix ST Pittsburgh, PA 15222",9501 Bench Warrant,"100 Block Forbes AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00394607,40.44069712
870,1975559,16166373,52,M,B,2016-09-03T21:00:00,"100 Block Chalfont ST Pittsburgh, PA 15210","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","200 Block Chalfont ST Pittsburgh, PA 15210",Beltzhoover,3,1809,3,5,-80.00386651,40.41654202
871,1975560,16164683,54,M,W,2016-09-01T14:15:00,"Morningside AV & Vilsack WY Pittsburgh, PA 15206",3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Morningside AV & Vilsack WY Pittsburgh, PA 15206",Morningside,5,1014,7,2,-79.92973294,40.48262289
872,1975561,16172658,15,M,B,2016-09-12T17:11:00,"4900 Block 2nd AV Pittsburgh, PA 15207",9501 Bench Warrant,"5000 Block Glenwood AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.940323,40.4092963
873,1975562,16166426,25,M,W,2016-09-03T22:21:00,"East ST & Venture ST Pittsburgh, PA 15214",3802(a)(1) DUI - General Impairment,"East ST & Venture ST Pittsburgh, PA 15214",Perry North,1,2607,1,1,-80.00953596,40.485332
874,1975563,16172658,18,F,B,2016-09-12T17:11:00,"4900 Block 2nd AV Pittsburgh, PA 15207",3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed.,"5000 Block Glenwood AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.940323,40.4092963
875,1975564,16172658,16,M,B,2016-09-12T17:11:00,"4900 Block 2nd AV Pittsburgh, PA 15207",2701 Simple Assault. / 2706 Terroristic Threats. / 2709 Harassment (Non-Specific) / 4914 False Identification to Law Enforcement Authorities,"5000 Block Glenwood AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.940323,40.4092963
876,1975565,16167150,29,F,W,2016-09-05T00:56:00,"2700 Block Liberty AV Pittsburgh, PA 15222",2702 Aggravated Assault. / 2706 Terroristic Threats. / 5505 Public Drunkenness,"2700 Block Liberty AV Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.9756143,40.45484762
877,1975566,16167150,31,M,W,2016-09-05T02:22:00,"300 Block S Main ST Pittsburgh, PA 15220",5503 Disorderly Conduct. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"2700 Block Liberty AV Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.9756143,40.45484762
878,1975567,16165110,40,M,B,2016-09-02T01:42:00,"1400 Block E Carson ST Pittsburgh, PA 15203",2701 Simple Assault.,"S 18th ST & Wrights WY Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98051371,40.42922838
879,1975568,16165138,32,M,W,2016-09-02T02:22:00,"Allegheny SQ E Pittsburgh, PA 15212",3304 Criminal Mischief. / 3502 Burglary.,"Allegheny SQ Pittsburgh, PA 15212",Allegheny Center,1,2204,1,6,-80.01801474,40.44895425
880,1975569,16165183,50,F,W,2016-09-02T04:14:00,"100 Block Kathleen ST Pittsburgh, PA 15211",4906 False Reports to Law Enforcement Authorities. / 5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"100 Block Kathleen ST Pittsburgh, PA 15211",Mount Washington,3,1807,3,5,-80.00434195,40.4253566
881,1975570,16164729,25,M,B,2016-09-01T15:10:00,"40th ST & Foster ST Pittsburgh, PA 15201",1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount,"40th ST & Foster ST Pittsburgh, PA 15201",Central Lawrenceville,2,901,7,2,-79.96347386,40.47003134
882,1975571,16167152,21,M,W,2016-09-05T01:00:00,"Riverview AV Pittsburgh, PA 15214",13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession,"Riverview AV Pittsburgh, PA 15214",Perry North,1,2602,,,,
883,1975572,16167152,26,M,B,2016-09-05T01:00:00,"Riverview AV Pittsburgh, PA 15214",13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession,"Riverview AV Pittsburgh, PA 15214",Perry North,1,2602,,,,
884,1975573,16165194,20,F,B,2016-09-04T23:33:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",3925 Receiving Stolen Property. / 5123 Contraband. / 13(a)(16) Possession of Controlled Substance,"2900 Block Lanpark ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.05650655,40.45338336
885,1975574,16164791,30,F,W,2016-09-01T16:40:00,"1800 Block West Liberty AV Pittsburgh, PA 15226",9501 Bench Warrant,"1800 Block West Liberty AV Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.0185628,40.40639768
886,1975575,16164793,62,F,W,2016-09-01T21:30:00,"Freedom AV & Trelona WY Pittsburgh, PA 15226",3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment,"Freedom AV & Trelona WY Pittsburgh, PA 15226",Brookline,6,1918,4,5,-80.01299367,40.38805269
887,1975576,16165201,35,M,W,2016-09-02T19:10:00,"Oakwood ST & Frankstown AV Pittsburgh, PA 15221",13(a)(32) Paraphernalia - Use or Possession,"Oakwood ST & Frankstown AV Pittsburgh, PA 15221",Homewood North,5,1301,9,2,-79.8859436,40.45507333
888,1975577,16164831,24,M,B,2016-09-01T17:29:00,"1700 Block Belleau DR Pittsburgh, PA 15212",2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,"1700 Block Belleau DR Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00698007,40.46030258
889,1975578,16168204,33,M,B,2016-09-06T16:35:00,"1800 Block Niggel ST Pittsburgh, PA 15212","907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","1800 Block Niggel ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,1,1,-79.98005785,40.46780371
890,1975579,16165232,52,F,B,2016-09-02T08:30:00,"1900 Block Murray AV Pittsburgh, PA 15217",9093 Indirect Criminal Contempt,"1900 Block Murray AV Pittsburgh, PA 15217",Squirrel Hill South,4,1413,5,3,-79.92306465,40.43587165
891,1975580,15107273,24,F,B,2016-09-20T15:43:00,"Glass Run RD & Baldwin RD Pittsburgh, PA 15207",9015 Failure To Appear/Arrest on Attachment Order,"2500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,3,-79.96981763,40.42747712
892,1975581,15200710,23,M,B,2016-09-19T08:00:00,Zone 2,"2902 Unlawful Restraint. / 3126 Indecent Assault. / 3304 Criminal Mischief. / 3502 Burglary. / 4952 Intimidation of Witnesses or Victims / 4953 Retaliation Against Witness,Victim or Party. / 3123(a)(1) IDSI by forcible compulsion / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows",Zone 1,,1,,,,,
893,1975582,16096508,38,F,W,2016-09-20T13:00:00,"600 Block 1st AV Pittsburgh, PA 15219",2709(a)(4) Harassment Communicates Prohibited Acts,"1100 Block Flora ST Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.03273945,40.49070744
894,1975583,16104740,44,M,W,2016-09-17T18:05:00,"900 Block 2ND AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 3925 Receiving Stolen Property. / 5121 Escape. / 3736 Reckless Driving,"Glenwood AV & Tipton ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9400426,40.40842089
895,1975584,16107141,44,M,W,2016-09-17T11:45:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"500 Block El CT Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88978051,40.45062102
896,1975585,16113373,32,M,W,2016-09-18T08:50:00,"1200 Block Amanda ST Pittsburgh, PA 15210",3701 Robbery.,"20 Block Minooka ST Pittsburgh, PA 15210",Carrick,3,2901,4,3,-79.9914639,40.4044097
897,1975586,16159305,36,M,B,2016-08-24T23:12:00,"Westmoreland ST & Joshua ST Pittsburgh, PA 15206",4910 Tampering with or Fabricating Physical Evidence. / 1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3736 Reckless Driving / 13(a)(31) Marijuana: Possession Small Amount,"Westmoreland ST & Joshua ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1202,9,2,-79.89234342,40.46957968
898,1975587,16136273,48,M,B,2016-09-22T13:52:00,"2000 Block DeRaud ST Pittsburgh, PA 15219",2702 Aggravated Assault. / 3701 Robbery.,"2100 Block Wylie AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97923089,40.44483457
899,1975588,16136283,23,F,B,2016-09-17T14:55:00,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 13(a)(32) Paraphernalia - Use or Possession,"2900 Block Sidney ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,3,-79.96364339,40.42624252
900,1975589,16140603,35,F,W,2016-09-21T10:15:00,"600 Block 1ST AV Pittsburgh, PA 15219",4106 Access Device Fraud,"2200 Block Los Angeles AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02926628,40.40376268
901,1975590,16147782,52,M,B,2016-09-20T12:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",5505 Public Drunkenness / 493(1) Furnishing Liquor/Malt to Intox.Persons/Minors.Etc. / 6310.1 Selling Liquor to Minors,"900 Block La Clair ST Pittsburgh, PA 15218",Regent Square,4,1410,5,3,-79.89813491,40.43521114
902,1975591,16152938,26,M,W,2016-09-20T20:47:00,"900 Block Excelsior ST Pittsburgh, PA 15210",903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 3934 Theft from Vehicle,"2400 Block Pioneer ALY Pittsburgh, PA 15226",Brookline,6,1918,4,5,-80.02138284,40.39922987
903,1975592,16159651,43,M,W,2016-09-20T09:19:00,"900 Block 2nd AV Pittsburgh, PA 15219",4106 Access Device Fraud / 3934 Theft from Vehicle,"4800 Block Friendship AV Pittsburgh, PA 15224",Bloomfield,5,809,7,2,-79.9463628,40.46126376
904,1975593,16161755,24,F,B,2016-09-18T01:58:00,"Frankstown AV & Washington BL Pittsburgh, PA 15208",3925 Receiving Stolen Property.,"300 Block S Atlantic AV Pittsburgh, PA 15224",Bloomfield,5,806,7,2,-79.9392515,40.46184403
905,1975594,16162286,,M,B,2016-09-20T16:30:00,"Perrysville AV & Langley ST Pittsburgh, PA 15214",3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 3323 Stop Signs and Yield Signs. / 3736 Reckless Driving,"5800 Block Elgin ST Pittsburgh, PA 15206",Highland Park,5,1102,7,2,-79.92022986,40.47661685
906,1975595,16162797,24,F,W,2016-09-15T17:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault.,"2100 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98735091,40.39183252
907,1975596,16166626,34,M,W,2016-09-20T10:25:00,"600 Block 1st AV Pittsburgh, PA 15219",4915 Failure to Comply with Megans Law,"500 Block Grant ST Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,6,6,-79.99589389,40.43964625
908,1975597,16164861,25,F,W,2016-09-01T18:45:00,"2000 Block Spring Garden AV Pittsburgh, PA 15212","5126 Flight to Avoid Apprehension, Trial or Punishment. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","2000 Block Spring Garden AV Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.98577722,40.46940473
909,1975598,16165021,22,M,B,2016-09-01T22:06:00,"FT PITT BL & Wood ST Pittsburgh, PA 15222",3925 Receiving Stolen Property.,"FT PITT BL & Wood ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0026255,40.43740364
910,1975599,16166059,26,M,B,2016-09-03T11:00:00,"6300 Block Penn AV Pittsburgh, PA 15206",5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License.,"6300 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92034119,40.45941645
911,1975600,16166113,46,F,W,2016-09-17T18:59:00,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault.,"3200 Block Allendale ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06105422,40.45547695
912,1975601,16166150,25,M,B,2016-09-03T12:50:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount,"2500 Block Chauncey DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97380739,40.45093426
913,1975602,16166144,53,F,B,2016-09-03T15:30:00,"100 Block Peffer RD Turtle Creek, PA 15145",9093 Indirect Criminal Contempt,"800 Block Inwood ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90490796,40.45821009
914,1975615,16167210,30,M,W,2016-09-05T03:47:00,"36th ST & Liberty AV Pittsburgh, PA 15201",2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"36th ST & Liberty AV Pittsburgh, PA 15201",Lower Lawrenceville,2,603,7,2,-79.96394167,40.46185829
915,1975616,16167210,37,F,W,2016-09-05T03:39:00,"36th ST & Liberty AV Pittsburgh, PA 15201",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"36th ST & Liberty AV Pittsburgh, PA 15201",Lower Lawrenceville,2,603,7,2,-79.96394167,40.46185829
916,1975617,16165285,26,F,B,2016-09-09T02:00:00,"1100 Block Morrison ST Pittsburgh, PA 15212",3921 Theft by Unlawful Taking or Disposition.,"1100 Block Morrison ST Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.02322327,40.46027837
917,1975618,16164921,26,M,B,2016-08-31T21:56:00,"800 Block Hale ST Pittsburgh, PA 15221",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver,"800 Block Hale ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88674316,40.4541951
918,1975619,16164921,32,M,B,2016-08-31T21:56:00,"800 Block Hale ST Pittsburgh, PA 15221",13(a)(31) Marijuana: Possession Small Amount,"800 Block Hale ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88674316,40.4541951
919,1975620,16164953,55,M,B,2016-09-01T20:25:00,"7000 Block Chaucer ST Pittsburgh, PA 15208",9501 Bench Warrant,"7000 Block Chaucer ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.8989785,40.46379661
920,1975621,16164967,50,M,B,2016-09-01T20:46:00,Zone 4,3127 Indecent Exposure. / 5901 Open Lewdness.,Zone 4,,4,,,,,
921,1975622,16165369,52,U,B,2016-09-02T08:30:00,"5700 Block Bartlett ST Pittsburgh, PA 15217",2709.1 Stalking Conduct or Repeatedly Acts Including Follows,"5700 Block Bartlett ST Pittsburgh, PA 15217",Squirrel Hill South,4,1413,5,3,-79.924962,40.43564732
922,1975623,16164972,63,F,B,2016-09-01T21:45:00,"Liberty AV & Taylor ST Pittsburgh, PA 15224",3304 Criminal Mischief. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 5901 Open Lewdness. / 601.16 Public Urination And Defecation,"Liberty AV & Taylor ST Pittsburgh, PA 15224",Bloomfield,5,802,7,2,-79.95088415,40.46263622
923,1975624,16164984,36,M,W,2016-09-01T22:00:00,"500 Block Bigelow ST Pittsburgh, PA 15207",2701 Simple Assault. / 3702 Robbery of Motor Vehicle. / 1543 Driving While Operating Privilege is Suspended or Revoked.,"500 Block Bigelow ST Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.93967131,40.41876071
